call_id,customer_id,tower_id,call_type,duration_sec,cost,dropped_flag,call_date
CALL_0064939,6223-DHJGV,TOWER_039,SMS,3415,8.14,0,2026-03-14
CALL_0064940,5337-IIWKZ,TOWER_039,Voice,868,6.47,0,2025-07-25
CALL_0064941,8885-QSQBX,TOWER_018,Voice,3082,25.88,0,2025-12-09
CALL_0064942,6585-WCEWR,TOWER_007,SMS,3570,9.09,0,2025-11-14
CALL_0064943,3823-KYNQY,TOWER_013,Voice,1818,23.38,0,2025-07-11
CALL_0064944,2192-OZITF,TOWER_029,SMS,523,21.7,0,2026-03-22
CALL_0064945,6242-MBHPK,TOWER_030,Voice,3092,41.03,0,2026-01-05
CALL_0064946,1985-MBRYP,TOWER_018,SMS,3579,20.48,0,2025-12-21
CALL_0064947,7753-USQYQ,TOWER_011,Voice,1395,49.65,0,2025-07-21
CALL_0064948,1550-LOAHA,TOWER_045,Voice,1908,12.87,0,2025-06-05
CALL_0064949,0727-BMPLR,TOWER_022,SMS,3020,24.19,0,2026-02-19
CALL_0064950,6718-BDGHG,TOWER_008,SMS,2640,14.45,0,2026-01-10
CALL_0064951,0409-WTMPL,TOWER_030,SMS,345,46.37,0,2025-12-22
CALL_0064952,6048-QBXKL,TOWER_002,Voice,3011,12.6,0,2025-05-27
CALL_0064953,0859-YGKFW,TOWER_033,SMS,668,11.13,0,2025-11-02
CALL_0064954,8610-ZIKJJ,TOWER_003,Data,2500,11.31,0,2026-03-17
CALL_0064955,8332-OSJDW,TOWER_050,Data,3389,36.13,0,2025-08-15
CALL_0064956,9272-LSVYH,TOWER_020,Voice,2159,37.68,0,2025-07-12
CALL_0064957,7718-UPSKJ,TOWER_002,Data,2725,32.43,0,2026-04-20
CALL_0064958,5914-XRFQB,TOWER_026,Voice,3485,34.62,0,2025-12-24
CALL_0064959,0428-IKYCP,TOWER_031,SMS,464,49.48,0,2026-04-03
CALL_0064960,2886-KEFUM,TOWER_019,SMS,3559,23.16,0,2025-10-22
CALL_0064961,4804-NCPET,TOWER_012,Data,1067,43.2,0,2025-07-27
CALL_0064962,5356-CSVSQ,TOWER_020,SMS,1304,28.66,0,2026-04-11
CALL_0064963,7129-CAKJW,TOWER_015,Voice,452,14.38,0,2025-10-29
CALL_0064964,6060-QBMGV,TOWER_035,Voice,1766,9.8,0,2025-08-04
CALL_0064965,7614-QVWQL,TOWER_048,Voice,2087,41.0,0,2025-08-03
CALL_0064966,3948-KXDUF,TOWER_026,Data,1247,36.1,1,2025-06-29
CALL_0064967,7089-RKVSZ,TOWER_028,Data,138,28.01,0,2025-08-25
CALL_0064968,2731-GJRDG,TOWER_028,SMS,1787,2.87,0,2025-10-26
CALL_0064969,5136-RGMZO,TOWER_046,Voice,1800,36.31,1,2025-11-10
CALL_0064970,2749-CTKAJ,TOWER_037,Voice,3376,38.0,0,2025-12-04
CALL_0064971,0619-OLYUR,TOWER_050,SMS,13,17.27,0,2025-08-29
CALL_0064972,3378-AJRAO,TOWER_010,SMS,573,37.26,0,2025-08-10
CALL_0064973,5384-ZTTWP,TOWER_038,SMS,2384,1.32,0,2025-12-09
CALL_0064974,9944-HKVVB,TOWER_049,Data,455,28.66,0,2025-08-14
CALL_0064975,3088-LHEFH,TOWER_031,Data,550,20.45,0,2026-03-03
CALL_0064976,8218-FFJDS,TOWER_010,Data,2978,21.77,0,2025-05-19
CALL_0064977,4203-QGNZA,TOWER_009,Data,723,2.86,0,2025-12-07
CALL_0064978,2397-BRLOM,TOWER_013,Data,1385,39.21,1,2025-05-14
CALL_0064979,6169-PPETC,TOWER_023,Voice,1986,16.64,0,2026-03-29
CALL_0064980,4529-CKBCL,TOWER_049,Voice,2511,36.89,0,2025-05-08
CALL_0064981,8699-ASUFO,TOWER_021,Voice,3002,17.15,0,2025-11-15
CALL_0064982,6204-IEUXJ,TOWER_027,Data,587,40.68,0,2026-01-31
CALL_0064983,0530-IJVDB,TOWER_024,Data,1575,14.37,0,2025-11-18
CALL_0064984,6888-SBYAI,TOWER_017,Voice,1804,23.64,0,2025-06-17
CALL_0064985,5090-EMGTC,TOWER_034,Data,3370,17.71,0,2025-05-10
CALL_0064986,9107-UKCKY,TOWER_025,Data,2319,14.57,0,2025-10-01
CALL_0064987,1078-TDCRN,TOWER_016,SMS,3525,9.53,0,2025-05-06
CALL_0064988,7826-VVKWT,TOWER_028,SMS,1755,33.04,0,2026-03-07
CALL_0064989,5707-ZMDJP,TOWER_012,SMS,2023,22.19,0,2025-06-21
CALL_0064990,3398-ZOUAA,TOWER_001,SMS,2805,28.87,1,2025-10-14
CALL_0064991,3156-QLHBO,TOWER_001,SMS,473,13.93,0,2025-10-22
CALL_0064992,6923-EFPNL,TOWER_010,Voice,2889,13.54,0,2025-05-18
CALL_0064993,6542-LWGXJ,TOWER_024,Voice,2697,31.48,0,2026-01-24
CALL_0064994,5593-SUAOO,TOWER_025,Voice,2616,4.36,0,2025-08-25
CALL_0064995,0973-KYVNF,TOWER_006,SMS,3423,12.47,0,2025-06-01
CALL_0064996,9631-RXVJM,TOWER_038,Data,1354,25.96,0,2025-05-20
CALL_0064997,2311-QYMUQ,TOWER_040,SMS,1623,36.47,0,2026-02-21
CALL_0064998,1867-TJHTS,TOWER_050,Voice,786,9.39,0,2025-07-26
CALL_0064999,1972-XMUWV,TOWER_044,Voice,2800,4.56,0,2025-06-17
CALL_0065000,0357-NVCRI,TOWER_037,Voice,2265,27.81,0,2025-09-14
CALL_0065001,9190-MFJLN,TOWER_023,Voice,3026,6.56,0,2026-01-10
CALL_0065002,7996-MHXLW,TOWER_017,Data,3136,38.14,0,2025-10-29
CALL_0065003,5003-OKNNK,TOWER_019,Data,938,16.0,0,2026-04-22
CALL_0065004,0225-ZORZP,TOWER_046,Data,111,40.15,0,2025-09-06
CALL_0065005,3324-OIRTO,TOWER_029,Data,2765,41.79,0,2025-11-11
CALL_0065006,7831-QGOXH,TOWER_025,Voice,2436,10.59,0,2025-11-20
CALL_0065007,5996-EBTKM,TOWER_032,Voice,1852,39.22,0,2025-06-24
CALL_0065008,5815-HGGHV,TOWER_034,Voice,643,1.16,1,2025-10-03
CALL_0065009,9763-PDTKK,TOWER_011,Voice,1960,24.66,0,2025-09-20
CALL_0065010,4077-CROMM,TOWER_032,SMS,109,41.63,0,2025-08-18
CALL_0065011,9350-VLHMB,TOWER_025,Data,649,25.04,0,2025-05-22
CALL_0065012,7566-DSRLQ,TOWER_017,Voice,1443,27.6,0,2025-12-09
CALL_0065013,9327-QSDED,TOWER_037,SMS,951,23.75,0,2025-04-30
CALL_0065014,2428-ZMCTB,TOWER_016,Data,1391,20.73,0,2025-07-26
CALL_0065015,0899-LIIBW,TOWER_050,Data,2589,35.04,0,2025-06-21
CALL_0065016,2359-KMGLI,TOWER_043,Voice,114,32.42,0,2025-07-27
CALL_0065017,8406-LNMHF,TOWER_031,SMS,3285,37.24,1,2026-01-22
CALL_0065018,3275-RHRNE,TOWER_007,SMS,1004,35.88,0,2026-02-17
CALL_0065019,8564-LDKFL,TOWER_027,SMS,2648,5.94,0,2026-01-11
CALL_0065020,0266-CLZKZ,TOWER_006,Voice,1669,11.4,0,2026-01-26
CALL_0065021,4554-YGZIH,TOWER_022,SMS,2015,15.49,1,2025-12-20
CALL_0065022,4808-YNLEU,TOWER_036,Data,2982,20.29,0,2025-08-20
CALL_0065023,6646-QVXLR,TOWER_017,Data,3061,21.54,0,2025-05-31
CALL_0065024,2521-NPUZR,TOWER_030,Data,375,18.63,0,2025-05-17
CALL_0065025,6319-IEJWJ,TOWER_031,Data,1388,33.45,0,2025-12-04
CALL_0065026,3720-DBRWL,TOWER_001,SMS,1944,2.03,0,2025-10-02
CALL_0065027,0230-UBYPQ,TOWER_027,Data,808,23.44,1,2026-02-18
CALL_0065028,1559-DTODC,TOWER_026,SMS,3431,14.86,0,2026-02-07
CALL_0065029,4918-FYJNT,TOWER_027,Data,2575,26.52,0,2026-03-09
CALL_0065030,4123-FCVCB,TOWER_037,Data,146,6.33,0,2025-07-29
CALL_0065031,5816-SCGFC,TOWER_020,Data,2339,47.64,0,2026-03-16
CALL_0065032,5846-QFDFI,TOWER_022,Data,1386,42.9,0,2025-05-01
CALL_0065033,9402-ROUMJ,TOWER_005,Voice,356,40.32,0,2025-08-20
CALL_0065034,3276-HDUEG,TOWER_001,Voice,1347,33.04,0,2025-11-13
CALL_0065035,5304-EFJLP,TOWER_015,Voice,2280,1.1,0,2025-09-21
CALL_0065036,1134-YWTYF,TOWER_013,Voice,1389,15.69,0,2025-12-17
CALL_0065037,9026-LHEVG,TOWER_020,Voice,2071,47.34,0,2025-09-07
CALL_0065038,6599-SFQVE,TOWER_050,SMS,233,14.43,0,2026-01-20
CALL_0065039,7131-ZQZNK,TOWER_015,Data,1097,36.38,0,2025-10-24
CALL_0065040,1194-SPVSP,TOWER_007,Data,2513,6.67,0,2025-10-29
CALL_0065041,9614-RMGHA,TOWER_021,Data,2710,34.73,0,2025-11-02
CALL_0065042,4231-LZUYM,TOWER_050,SMS,1188,10.13,0,2026-01-05
CALL_0065043,6595-COKXZ,TOWER_014,Voice,980,24.66,1,2025-12-31
CALL_0065044,0822-QGCXA,TOWER_034,SMS,1491,45.3,0,2026-01-06
CALL_0065045,9066-QRSDU,TOWER_016,SMS,2581,20.89,0,2026-02-15
CALL_0065046,3717-OEAUQ,TOWER_046,Voice,351,22.69,0,2026-01-12
CALL_0065047,2309-OSFEU,TOWER_027,Data,1114,34.84,0,2026-04-14
CALL_0065048,8708-XPXHZ,TOWER_028,Voice,2529,22.96,0,2025-10-06
CALL_0065049,4931-TRZWN,TOWER_034,Data,2392,17.24,0,2025-10-18
CALL_0065050,7392-YYPYJ,TOWER_009,Data,3532,45.97,1,2025-06-24
CALL_0065051,1465-WCZVT,TOWER_010,Voice,2179,30.79,0,2026-03-08
CALL_0065052,8908-NMQTX,TOWER_032,SMS,2591,45.75,0,2026-01-17
CALL_0065053,2220-IAHLS,TOWER_001,Voice,3125,26.79,0,2026-04-04
CALL_0065054,6834-NXDCA,TOWER_036,SMS,3226,31.68,1,2025-08-02
CALL_0065055,3239-TPHPZ,TOWER_046,Data,1481,25.73,0,2026-02-14
CALL_0065056,4373-MAVJG,TOWER_002,Voice,1228,9.0,0,2025-05-25
CALL_0065057,2599-CIPQE,TOWER_031,Data,1927,46.17,0,2025-06-09
CALL_0065058,7845-URHJN,TOWER_014,SMS,1857,25.15,0,2026-04-07
CALL_0065059,2397-BRLOM,TOWER_050,Voice,1463,21.56,1,2025-11-26
CALL_0065060,5035-BVCXS,TOWER_006,Data,1441,25.19,0,2025-04-28
CALL_0065061,0678-RLHVP,TOWER_012,SMS,1843,30.15,0,2025-07-05
CALL_0065062,0526-SXDJP,TOWER_035,SMS,123,29.81,0,2025-05-15
CALL_0065063,1915-OAKWD,TOWER_040,Voice,1918,45.01,0,2025-12-09
CALL_0065064,5630-AHZIL,TOWER_021,Data,2978,46.84,0,2025-05-23
CALL_0065065,2256-YLYLP,TOWER_026,Voice,458,2.44,0,2025-06-24
CALL_0065066,2883-ILGWO,TOWER_009,SMS,2119,2.48,0,2025-05-01
CALL_0065067,3744-ZBHON,TOWER_031,SMS,2392,5.95,0,2025-09-30
CALL_0065068,5301-GAUUY,TOWER_033,SMS,68,11.69,0,2025-12-16
CALL_0065069,0795-GMVQO,TOWER_050,SMS,3387,34.47,0,2025-11-17
CALL_0065070,4026-SKKHW,TOWER_019,Voice,2586,42.27,0,2026-04-24
CALL_0065071,7663-RGWBC,TOWER_028,SMS,1396,35.67,0,2026-04-02
CALL_0065072,0021-IKXGC,TOWER_014,Voice,3155,42.05,0,2025-11-30
CALL_0065073,2700-LUEVA,TOWER_044,Voice,643,2.78,0,2026-01-31
CALL_0065074,5940-AHUHD,TOWER_004,SMS,1857,6.15,0,2025-11-15
CALL_0065075,8580-QVLOC,TOWER_012,Voice,3550,24.07,0,2025-10-06
CALL_0065076,9541-PWTWO,TOWER_002,Voice,3198,11.03,0,2025-05-26
CALL_0065077,3701-SFMUH,TOWER_033,Voice,1177,40.22,0,2025-07-20
CALL_0065078,5656-MJEFC,TOWER_014,Voice,1020,49.98,0,2026-04-19
CALL_0065079,0750-EKNGL,TOWER_034,Voice,3439,2.26,0,2026-04-23
CALL_0065080,5570-PTWEH,TOWER_041,Voice,3133,21.22,0,2026-01-21
CALL_0065081,5141-ZUVBH,TOWER_022,Data,3092,28.15,0,2025-08-21
CALL_0065082,3551-GAEGL,TOWER_002,SMS,1272,39.24,0,2025-09-25
CALL_0065083,0484-FFVBJ,TOWER_049,Voice,520,33.56,0,2026-02-18
CALL_0065084,4324-AHJKS,TOWER_015,SMS,1331,12.36,0,2025-11-22
CALL_0065085,8650-RHRKE,TOWER_034,SMS,1838,35.96,1,2025-10-26
CALL_0065086,3313-QKNKB,TOWER_016,Voice,2548,18.82,1,2025-05-03
CALL_0065087,0486-LGCCH,TOWER_002,SMS,1722,23.0,0,2025-09-23
CALL_0065088,8393-JMVMB,TOWER_004,Data,2812,30.15,0,2025-08-22
CALL_0065089,4648-YPBTM,TOWER_034,Voice,105,46.34,0,2026-03-15
CALL_0065090,2294-DMMUS,TOWER_017,Voice,42,32.61,0,2026-03-23
CALL_0065091,9079-YEXQJ,TOWER_048,Data,1328,21.4,0,2026-03-14
CALL_0065092,0248-IPDFW,TOWER_004,SMS,3197,20.41,0,2025-05-26
CALL_0065093,6918-UMQCG,TOWER_010,Voice,2008,27.81,0,2025-08-22
CALL_0065094,2925-MXLSX,TOWER_005,Data,3372,42.54,1,2026-02-27
CALL_0065095,4177-JPDFU,TOWER_008,Voice,3274,33.82,0,2026-02-19
CALL_0065096,7107-UBYKY,TOWER_038,SMS,3332,13.06,0,2025-11-17
CALL_0065097,5143-EGQFK,TOWER_011,Data,3399,19.88,0,2025-11-28
CALL_0065098,3055-VTCGS,TOWER_002,SMS,424,14.83,0,2025-05-20
CALL_0065099,9375-MHRRS,TOWER_029,SMS,1752,1.68,0,2026-04-18
CALL_0065100,4023-RTIQM,TOWER_014,Data,1715,49.42,0,2026-01-08
CALL_0065101,4529-CKBCL,TOWER_016,Voice,1406,35.56,0,2025-07-08
CALL_0065102,2969-VAPYH,TOWER_027,Data,2569,16.14,0,2026-01-20
CALL_0065103,8337-MSSXB,TOWER_047,Voice,2229,1.99,0,2025-11-14
CALL_0065104,5229-PRWKT,TOWER_046,SMS,565,1.83,0,2025-08-15
CALL_0065105,3938-YFPXD,TOWER_033,Voice,598,40.19,0,2025-06-06
CALL_0065106,5440-FLBQG,TOWER_004,SMS,2510,10.79,0,2025-11-25
CALL_0065107,3164-YAXFY,TOWER_013,Data,2813,10.43,0,2025-05-23
CALL_0065108,7009-LGECI,TOWER_023,Voice,2711,4.87,0,2026-03-28
CALL_0065109,3126-WQMGH,TOWER_016,Voice,641,42.75,0,2025-07-10
CALL_0065110,7876-BEUTG,TOWER_025,SMS,2537,10.29,1,2025-11-27
CALL_0065111,3399-BMLVW,TOWER_031,SMS,1214,14.28,0,2025-05-12
CALL_0065112,8118-TJAFG,TOWER_025,Data,2590,5.34,0,2025-06-30
CALL_0065113,3178-FESZO,TOWER_024,Data,934,26.45,0,2026-02-18
CALL_0065114,6635-MYYYZ,TOWER_034,Voice,2121,31.87,0,2026-04-19
CALL_0065115,1215-VFYVK,TOWER_002,Voice,2040,39.71,0,2026-01-05
CALL_0065116,4132-POCZS,TOWER_034,SMS,967,10.47,0,2025-08-07
CALL_0065117,7311-MQJCH,TOWER_029,Data,2595,13.87,0,2025-12-04
CALL_0065118,0325-XBFAC,TOWER_041,SMS,2889,25.43,0,2025-06-11
CALL_0065119,7005-CCBKV,TOWER_040,Data,3405,46.94,0,2025-10-31
CALL_0065120,6549-YMFAW,TOWER_006,SMS,1918,27.38,0,2025-10-07
CALL_0065121,7841-FCRQD,TOWER_010,Voice,3215,8.72,0,2026-03-16
CALL_0065122,3831-YCPUO,TOWER_015,SMS,1494,35.47,0,2025-10-03
CALL_0065123,5060-TQUQN,TOWER_023,Voice,3325,6.72,0,2026-01-03
CALL_0065124,0289-IVARM,TOWER_021,SMS,589,6.69,0,2025-09-11
CALL_0065125,8992-CEUEN,TOWER_001,SMS,3174,11.33,0,2026-01-28
CALL_0065126,7969-AULMZ,TOWER_034,SMS,3337,33.8,0,2025-05-10
CALL_0065127,2931-SVLTV,TOWER_020,SMS,3424,36.14,0,2025-08-12
CALL_0065128,3396-DKDEL,TOWER_027,Voice,418,31.95,0,2025-08-12
CALL_0065129,3006-XIMLN,TOWER_003,Data,844,39.51,0,2025-06-11
CALL_0065130,8097-VBQTZ,TOWER_045,Data,2535,27.5,0,2026-01-05
CALL_0065131,6994-ORCWG,TOWER_023,Voice,694,31.62,0,2025-11-04
CALL_0065132,7629-WIXZF,TOWER_020,SMS,2177,13.62,1,2025-09-01
CALL_0065133,4827-USJHP,TOWER_014,Data,870,6.63,0,2026-02-07
CALL_0065134,7486-KSRVI,TOWER_011,Data,3074,46.14,0,2025-08-13
CALL_0065135,8263-QMNTJ,TOWER_041,SMS,331,26.6,0,2025-09-21
CALL_0065136,7691-XVTZH,TOWER_035,Data,2147,17.83,1,2026-04-01
CALL_0065137,4391-LNRXK,TOWER_042,SMS,991,12.86,0,2026-01-21
CALL_0065138,4121-AGSIN,TOWER_009,Voice,73,42.81,0,2025-08-05
CALL_0065139,7088-FBAWU,TOWER_012,Data,1761,14.2,0,2026-03-08
CALL_0065140,1952-DVVSW,TOWER_044,Data,1868,40.95,0,2025-12-07
CALL_0065141,8313-KTIHG,TOWER_039,SMS,503,17.53,0,2026-02-18
CALL_0065142,9412-GHEEC,TOWER_041,Data,365,6.01,0,2026-04-04
CALL_0065143,9867-JCZSP,TOWER_034,Data,3057,48.18,0,2025-06-19
CALL_0065144,1663-MHLHE,TOWER_029,Data,41,41.18,0,2025-09-06
CALL_0065145,7839-QRKXN,TOWER_028,Data,637,48.48,0,2026-03-18
CALL_0065146,0377-JBKKT,TOWER_031,Voice,385,25.3,0,2025-12-14
CALL_0065147,3703-TTEPD,TOWER_045,Data,727,10.29,0,2025-09-13
CALL_0065148,1112-CUNAO,TOWER_049,SMS,1490,28.52,0,2026-03-03
CALL_0065149,4526-RMTLL,TOWER_008,SMS,1767,7.33,0,2025-06-22
CALL_0065150,4724-WXVWF,TOWER_027,Data,1597,34.89,0,2025-07-24
CALL_0065151,3237-AJGEH,TOWER_046,SMS,2373,4.84,1,2025-10-07
CALL_0065152,2372-HWUHI,TOWER_045,Data,1433,1.22,1,2026-02-06
CALL_0065153,7912-SYRQT,TOWER_008,SMS,2676,24.06,1,2025-10-21
CALL_0065154,9494-BDNNC,TOWER_031,Voice,253,47.88,0,2026-01-06
CALL_0065155,0135-NMXAP,TOWER_038,Voice,2269,14.95,0,2025-08-23
CALL_0065156,5515-AKOAJ,TOWER_042,SMS,52,47.38,0,2025-04-30
CALL_0065157,8046-DNVTL,TOWER_001,Voice,3163,8.04,0,2025-07-12
CALL_0065158,4374-YMUSQ,TOWER_038,Data,3234,16.03,0,2025-05-17
CALL_0065159,2162-FRZAA,TOWER_043,Voice,1525,1.05,0,2026-02-08
CALL_0065160,0234-TEVTT,TOWER_031,Voice,2529,42.29,0,2025-05-24
CALL_0065161,1724-IQWNM,TOWER_032,Data,2457,16.13,0,2025-07-28
CALL_0065162,1024-VRZHF,TOWER_040,SMS,582,27.38,0,2026-01-04
CALL_0065163,7734-DBOAI,TOWER_036,Voice,3470,34.96,0,2025-08-25
CALL_0065164,7239-HZZCX,TOWER_047,Voice,1111,38.14,0,2025-10-20
CALL_0065165,3677-TNKIO,TOWER_048,SMS,3230,21.71,0,2025-09-04
CALL_0065166,1345-GKDZZ,TOWER_007,Data,1863,5.97,0,2026-01-01
CALL_0065167,1217-VASWC,TOWER_047,SMS,1275,24.29,0,2026-01-27
CALL_0065168,7609-NRNCA,TOWER_029,Voice,1983,12.06,0,2026-02-16
CALL_0065169,8383-SGHJU,TOWER_007,Voice,1393,28.93,0,2025-12-16
CALL_0065170,2073-QBVBI,TOWER_034,Data,3591,45.56,0,2025-05-19
CALL_0065171,6502-HCJTI,TOWER_030,SMS,2203,31.1,1,2025-08-12
CALL_0065172,1818-ESQMW,TOWER_038,Voice,2750,49.75,0,2026-03-05
CALL_0065173,8035-BUYVG,TOWER_030,Voice,2987,20.3,1,2025-06-21
CALL_0065174,0106-UGRDO,TOWER_005,SMS,2287,40.51,0,2025-11-07
CALL_0065175,2933-XEUJM,TOWER_004,Voice,3450,34.02,0,2025-05-13
CALL_0065176,9139-TWBAS,TOWER_035,SMS,3591,45.54,0,2025-05-12
CALL_0065177,0129-KPTWJ,TOWER_007,Voice,58,27.08,0,2025-08-05
CALL_0065178,0536-ACXIP,TOWER_048,Data,2196,41.53,0,2025-06-29
CALL_0065179,3815-SLMEF,TOWER_044,Data,2187,10.17,0,2025-06-23
CALL_0065180,0224-NIJLP,TOWER_011,SMS,3095,49.81,0,2025-06-10
CALL_0065181,6844-DZKRF,TOWER_024,SMS,2824,11.7,0,2026-03-02
CALL_0065182,2656-TABEH,TOWER_014,Voice,1383,25.93,0,2025-09-25
CALL_0065183,4583-PARNH,TOWER_045,SMS,2056,45.89,0,2025-11-20
CALL_0065184,5260-UMPWX,TOWER_003,SMS,1145,10.77,1,2026-03-27
CALL_0065185,2483-XSSMZ,TOWER_020,Voice,224,11.08,0,2026-02-12
CALL_0065186,9050-QLROH,TOWER_040,Voice,242,15.94,0,2025-04-29
CALL_0065187,9365-CSLBQ,TOWER_031,SMS,3087,41.37,0,2025-08-11
CALL_0065188,0289-IVARM,TOWER_041,Voice,1903,3.63,0,2025-09-11
CALL_0065189,4343-EJVQB,TOWER_017,SMS,1752,10.05,0,2025-10-23
CALL_0065190,2207-RYYRL,TOWER_048,Voice,711,45.61,0,2025-10-20
CALL_0065191,5322-ZSMZY,TOWER_028,Voice,2787,33.19,0,2026-02-23
CALL_0065192,4806-KEXQR,TOWER_030,SMS,2038,15.86,0,2025-07-27
CALL_0065193,0643-OKLRP,TOWER_001,SMS,342,37.11,1,2026-04-24
CALL_0065194,5419-CONWX,TOWER_025,Voice,1117,24.65,0,2026-04-04
CALL_0065195,0804-YGEQV,TOWER_021,SMS,842,42.85,0,2026-04-26
CALL_0065196,9968-FFVVH,TOWER_034,Data,2172,11.4,0,2025-08-15
CALL_0065197,5135-GRQJV,TOWER_013,Voice,1534,9.48,0,2026-01-26
CALL_0065198,9470-YFUYI,TOWER_009,Data,3434,34.47,0,2025-10-18
CALL_0065199,9734-UYXQI,TOWER_040,Data,1225,21.63,1,2025-09-05
CALL_0065200,4626-GYCZP,TOWER_036,Voice,1820,40.94,0,2025-04-28
CALL_0065201,2034-GDRCN,TOWER_028,Data,3045,12.75,0,2025-07-20
CALL_0065202,0980-PVMRC,TOWER_033,Voice,2334,25.03,0,2026-04-20
CALL_0065203,5639-NTUPK,TOWER_021,SMS,2070,48.18,0,2025-05-21
CALL_0065204,9214-EKVXR,TOWER_034,Data,1323,27.56,0,2026-04-11
CALL_0065205,2080-SRCDE,TOWER_019,Voice,413,35.03,0,2025-08-03
CALL_0065206,9339-FIIJL,TOWER_008,Data,2454,33.71,0,2025-07-15
CALL_0065207,8944-AILEF,TOWER_044,Voice,1855,12.05,0,2026-02-13
CALL_0065208,0002-ORFBO,TOWER_027,Data,1373,17.61,0,2025-12-16
CALL_0065209,3649-JPUGY,TOWER_010,Voice,2918,0.83,0,2025-07-03
CALL_0065210,0212-ISBBF,TOWER_034,Data,350,5.29,0,2025-12-21
CALL_0065211,9522-ZSINC,TOWER_019,Data,1159,6.41,0,2025-11-02
CALL_0065212,5515-AKOAJ,TOWER_040,Data,7,14.87,0,2026-04-15
CALL_0065213,6313-GIDIT,TOWER_041,Voice,3075,32.56,0,2025-05-13
CALL_0065214,8357-EQXFO,TOWER_021,SMS,1001,46.61,0,2026-01-19
CALL_0065215,5240-IJOQT,TOWER_040,Data,290,21.3,1,2025-05-04
CALL_0065216,7188-CBBBA,TOWER_022,SMS,1882,29.38,0,2026-01-09
CALL_0065217,3538-WZPHD,TOWER_032,Data,1732,13.46,0,2026-03-12
CALL_0065218,2111-DWYHN,TOWER_028,Data,3149,23.63,0,2026-01-04
CALL_0065219,6654-QGBZZ,TOWER_010,SMS,622,44.44,0,2025-10-26
CALL_0065220,3424-NMNBO,TOWER_041,Data,1994,10.01,0,2025-08-20
CALL_0065221,7216-EWTRS,TOWER_026,Voice,2910,15.83,0,2025-10-24
CALL_0065222,4508-OEBEY,TOWER_017,Data,2641,44.4,0,2025-06-10
CALL_0065223,4550-VBOFE,TOWER_016,Voice,3213,27.6,0,2025-08-19
CALL_0065224,2882-DDZPG,TOWER_037,Voice,1814,38.16,0,2026-04-10
CALL_0065225,3863-QSTYI,TOWER_045,Data,204,46.55,0,2026-03-01
CALL_0065226,5803-NQJZO,TOWER_023,SMS,148,28.24,0,2025-05-07
CALL_0065227,9881-VCZEP,TOWER_021,SMS,894,35.35,0,2026-04-03
CALL_0065228,1323-OOEPC,TOWER_007,SMS,1142,6.1,0,2026-03-12
CALL_0065229,2485-ITVKB,TOWER_045,SMS,3188,45.25,0,2026-03-01
CALL_0065230,1385-TQOZW,TOWER_001,Data,3264,1.74,0,2025-11-26
CALL_0065231,1051-GEJLJ,TOWER_010,SMS,372,2.19,0,2026-03-08
CALL_0065232,7658-UYUQS,TOWER_005,SMS,1563,26.73,1,2026-03-23
CALL_0065233,2452-KDRRH,TOWER_033,Data,2348,17.34,0,2025-05-12
CALL_0065234,6260-ONULR,TOWER_042,SMS,387,19.47,0,2026-01-12
CALL_0065235,0666-UXTJO,TOWER_023,SMS,182,16.59,0,2025-11-26
CALL_0065236,8097-VBQTZ,TOWER_002,Data,2776,15.89,0,2025-11-10
CALL_0065237,7268-IGMFD,TOWER_047,Data,1203,8.58,0,2026-01-06
CALL_0065238,8327-WKMIE,TOWER_002,SMS,2015,47.17,0,2025-04-28
CALL_0065239,8292-FRFZQ,TOWER_045,SMS,1846,26.49,0,2025-09-20
CALL_0065240,3096-WPXBT,TOWER_028,Voice,16,11.06,0,2025-06-10
CALL_0065241,3967-VQOGC,TOWER_001,Voice,1615,40.5,0,2025-08-26
CALL_0065242,5519-NPHVG,TOWER_003,Data,508,24.88,1,2026-02-03
CALL_0065243,5028-GZLDO,TOWER_027,SMS,1392,11.87,0,2026-04-27
CALL_0065244,1750-CSKKM,TOWER_012,Voice,3283,4.11,0,2025-09-05
CALL_0065245,7594-RQHXR,TOWER_002,Voice,463,38.48,0,2025-12-25
CALL_0065246,7341-LXCAF,TOWER_021,Voice,2135,32.37,0,2026-02-03
CALL_0065247,2560-QTSBS,TOWER_001,SMS,2704,40.91,0,2025-06-14
CALL_0065248,4228-ZGYUW,TOWER_035,SMS,44,47.37,0,2025-08-11
CALL_0065249,7776-QWNFX,TOWER_049,Voice,1292,9.09,0,2025-09-13
CALL_0065250,4524-QCSSM,TOWER_027,Voice,1086,41.19,0,2026-02-21
CALL_0065251,1086-LXKFY,TOWER_012,SMS,2097,34.34,0,2025-12-21
CALL_0065252,3663-MITLP,TOWER_007,Voice,532,11.39,1,2025-12-14
CALL_0065253,4983-CLMLV,TOWER_008,Voice,3544,29.51,0,2025-08-23
CALL_0065254,6877-LGWXO,TOWER_041,SMS,253,37.48,0,2025-09-16
CALL_0065255,3138-BKYAV,TOWER_033,Voice,3369,39.06,0,2026-03-07
CALL_0065256,5315-CKEQK,TOWER_047,SMS,1384,14.04,0,2025-05-25
CALL_0065257,3039-MJSLN,TOWER_013,Voice,3277,35.86,0,2025-07-13
CALL_0065258,5827-MWCZK,TOWER_021,Data,672,38.66,0,2026-02-24
